metric,BOX_mean,BOX_sd,SECMA_mean,SECMA_sd,SMD_SECMA_minus_BOX,Welch_t,Welch_p
active_time_s,152.56888888888886,35.34799348157701,194.20499999999998,71.92183823038381,0.7347543736592322,1.5586494003627527,0.14581285774046737
total_path_m,7.105559796190395,1.586412948171939,8.300960823447843,4.294109585437354,0.369295117478545,0.7833932454844856,0.451299441727282
p95_angspeed_rad_s,0.8507732344440251,0.1268002740865214,0.7867040933875331,0.17045908870972454,-0.4264901941524739,-0.9047223251843447,0.38012554368855717
