group,metric,n,PRE_mean,POST_mean,change_POST_minus_PRE,CI95_low,CI95_high,t,p_paired_t,p_wilcoxon,Hedges_gz
BOX,active_time_s,9,152.56888888888886,79.4036111111111,-73.16527777777777,-100.52712800856114,-45.80342754699441,-6.166228953300087,0.00026917107712032376,0.00390625,-1.8564990397032521
BOX,total_path_m,9,7.105559796190395,4.59184355217375,-2.5137162440166447,-4.2186459423631835,-0.808786545670106,-3.399929075699671,0.009361450156504884,0.01171875,-1.023634560425707
BOX,p95_angspeed_rad_s,9,0.8507732344440251,1.1078390209111189,0.25706578646709377,0.0700903776075269,0.44404119532666064,3.1704424139425975,0.013185861670074123,0.00390625,0.9545418020472336
SECMA,active_time_s,9,194.20499999999998,85.19955555555555,-109.00544444444446,-152.10557821404078,-65.90531067484815,-5.8321630042358725,0.000390603411197023,0.00390625,-1.7559200442860694
SECMA,total_path_m,9,8.300960823447843,4.409643928772666,-3.8913168946751764,-6.287285415330138,-1.4953483740202147,-3.745204819326184,0.0056629801615721755,0.00390625,-1.1275885477541199
SECMA,p95_angspeed_rad_s,9,0.7867040933875331,1.0526358791547183,0.26593178576718507,0.10926443512737699,0.42259913640699315,3.914279491910532,0.004454120886489431,0.01171875,1.1784927502526332
